,title,title_count,title_split,levels,title_match,new_title,score
791,"executive director, internal audit compliance unit",4,internal audit compliance unit,executive director,"(data science, 52)",data science,52.0
792,"executive director, enterprise information management",4,enterprise information management,executive director,"(information management, 90)",information management,90.0
793,"executive director, enterprise data and services",4,enterprise data services,executive director,"(data, 90)",data,90.0
794,"executive director, enterprise and client technology",4,enterprise client technology,executive director,"(enterprise architect, 67)",enterprise architect,67.0
795,"executive director, dgc enterprise data office",4,dgc enterprise data office,executive director,"(data, 90)",data,90.0
796,"executive director, data officer",4,data officer,executive director,"(chief data officer, 90)",chief data officer,90.0
797,"executive director, advisory and corporate technology",4,advisory corporate technology,executive director,"(decision support, 50)",decision support,50.0
798,executive director	 enterprise data & services,4,enterprise data services,executive director,"(data, 90)",data,90.0
799,executive director technology & data,4,technology data,executive director,"(data, 90)",data,90.0
800,executive director regulatory reporting,4,regulatory reporting,executive director,"(data, 45)",data,45.0
801,executive director of legal and compliance it,4,legal compliance,executive director,"(business intelligence competency center, 50)",business intelligence competency center,50.0
802,executive director of enterprise data group,4,enterprise data group,executive director,"(data, 90)",data,90.0
803,executive director -market data,4,market data,executive director,"(data, 90)",data,90.0
804,executive director investment management,4,investment management,executive director,"(data management, 76)",data management,76.0
805,executive director human resources,4,human resources,executive director,"(data services, 50)",data services,50.0
806,executive director (data architect),4,data architect,executive director,"(data architect, 100)",data architect,100.0
807,executive director - regulatory reporting,4,regulatory reporting,executive director,"(data, 45)",data,45.0
808,executive director - information management / information governance - legal & compliance,4,information management information governance legal compliance,executive director,"(information management, 90)",information management,90.0
809,executive director - information architecture,4,information architecture,executive director,"(information architect, 93)",information architect,93.0
810,executive director - head of basel rda program,4,basel rda program,executive director head,"(master data governance, 51)",master data governance,51.0
811,executive director - global head of operational risk strategic it initiatives,4,global operational risk strategic initiatives,executive director head,"(data scientist, 51)",data scientist,51.0
812,executive director - credit risk management,4,credit risk management,executive director,"(data management, 76)",data management,76.0
813,enterprise solutions/identity mgmt,4,enterprise solutions identity mgmt,,"(enterprise architect, 86)",enterprise architect,86.0
814,enterprise solutions,4,enterprise solutions,,"(enterprise architect, 64)",enterprise architect,64.0
815,enterprise data  architect,4,enterprise data architect,,"(enterprise architect, 95)",enterprise architect,95.0
816,enterprise bi and data visualization,4,enterprise business intelligence data visualization,,"(business intelligence, 90)",business intelligence,90.0
817,enterprise architecture - information governance,4,enterprise architecture information governance,,"(information governance, 90)",information governance,90.0
818,dodd frank,4,dodd frank,,"(data governance, 40)",data governance,40.0
819,dlp analyst,4,dlp analyst,,"(data analyst, 78)",data analyst,78.0
820,distributed enterprise technology,4,distributed enterprise technology,,"(enterprise architect, 86)",enterprise architect,86.0
821,"director, hr data governance & business intelligence",4,hr data governance business intelligence,director,"(data governance, 90)",data governance,90.0
822,"director, enterprise architecture, systems office for emea",4,enterprise architecture systems office emea,director,"(architecture, 90)",architecture,90.0
823,director of investment management,4,investment management,director,"(data management, 76)",data management,76.0
824,director of governance and compliance,4,governance compliance,director,"(data governance, 76)",data governance,76.0
825,director of data management & architecture,4,data management architecture,director,"(data management, 90)",data management,90.0
826,director of corporate compliance,4,corporate compliance,director,"(data science, 50)",data science,50.0
827,director - business intelligence/metrics development,4,business intelligence metrics development,director,"(business intelligence, 90)",business intelligence,90.0
